,year_x,stateabbr_x,statedesc_x,locationname,datasource_x,category_x,measure_x,data_value_unit_x,data_value_type_x,data_value_x,low_confidence_limit_x,high_confidence_limit_x,totalpopulation_x,geolocation_x,short_question_text_x,data_value_y,low_confidence_limit_y,high_confidence_limit_y,short_question_text_y,y
177,2020,AL,Alabama,Foley,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.2,15809,"{'type': 'Point', 'coordinates': [-87.66272619, 30.39799769]}",Cancer (except skin),6.3,5.7,6.9,Cancer (except skin),1.0
178,2020,AL,Alabama,Forestdale,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,5.5,5.7,10162,"{'type': 'Point', 'coordinates': [-86.9003305, 33.5672101]}",Cancer (except skin),5.8,5.3,6.4,Cancer (except skin),1.0
179,2020,AL,Alabama,Forkland,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.2,4.9,5.4,649,"{'type': 'Point', 'coordinates': [-87.87794075, 32.65318184]}",Cancer (except skin),5.4,4.8,6.0,Cancer (except skin),1.0
180,2020,AL,Alabama,Fort Deposit,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,5.2,5.7,1344,"{'type': 'Point', 'coordinates': [-86.576218, 31.98570913]}",Cancer (except skin),5.7,5.1,6.4,Cancer (except skin),1.0
181,2020,AL,Alabama,Fort Payne,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.9,6.2,14021,"{'type': 'Point', 'coordinates': [-85.69627107, 34.45541255]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
182,2020,AL,Alabama,Franklin,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.3,5.1,5.5,541,"{'type': 'Point', 'coordinates': [-85.78624584, 32.45133885]}",Cancer (except skin),5.5,4.9,6.1,Cancer (except skin),1.0
183,2020,AL,Alabama,Fredonia,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,199,"{'type': 'Point', 'coordinates': [-85.29119919, 32.98610047]}",Cancer (except skin),6.4,5.7,7.0,Cancer (except skin),1.0
184,2020,AL,Alabama,Frisco City,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.7,5.5,6.0,1309,"{'type': 'Point', 'coordinates': [-87.40370249, 31.43525935]}",Cancer (except skin),6.0,5.3,6.6,Cancer (except skin),1.0
185,2020,AL,Alabama,Fruitdale,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.8,5.6,6.1,185,"{'type': 'Point', 'coordinates': [-88.4133545, 31.3460295]}",Cancer (except skin),6.1,5.5,6.8,Cancer (except skin),1.0
186,2020,AL,Alabama,Fruithurst,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.8,6.5,284,"{'type': 'Point', 'coordinates': [-85.43124873, 33.7295394]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
187,2020,AL,Alabama,Fulton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.3,272,"{'type': 'Point', 'coordinates': [-87.725534, 31.7871428]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
188,2020,AL,Alabama,Fultondale,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.3,8380,"{'type': 'Point', 'coordinates': [-86.8212335, 33.60802028]}",Cancer (except skin),6.4,5.8,7.0,Cancer (except skin),1.0
189,2020,AL,Alabama,Fyffe,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,1018,"{'type': 'Point', 'coordinates': [-85.903288, 34.45167036]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
190,2020,AL,Alabama,Gadsden,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.8,5.9,36858,"{'type': 'Point', 'coordinates': [-86.01548146, 34.00872039]}",Cancer (except skin),6.1,5.6,6.7,Cancer (except skin),1.0
191,2020,AL,Alabama,Gainesville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,5.2,5.7,208,"{'type': 'Point', 'coordinates': [-88.16079138, 32.81493438]}",Cancer (except skin),5.7,5.1,6.3,Cancer (except skin),1.0
192,2020,AL,Alabama,Gallant,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.4,855,"{'type': 'Point', 'coordinates': [-86.23036921, 34.00132261]}",Cancer (except skin),6.5,5.8,7.1,Cancer (except skin),1.0
193,2020,AL,Alabama,Gantt,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.2,222,"{'type': 'Point', 'coordinates': [-86.48415108, 31.40922023]}",Cancer (except skin),6.3,5.6,6.9,Cancer (except skin),1.0
194,2020,AL,Alabama,Garden City,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.4,492,"{'type': 'Point', 'coordinates': [-86.75201259, 34.01523212]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
195,2020,AL,Alabama,Gardendale,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.4,13924,"{'type': 'Point', 'coordinates': [-86.8105255, 33.6562201]}",Cancer (except skin),6.5,5.9,7.1,Cancer (except skin),1.0
196,2020,AL,Alabama,Gaylesville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.6,144,"{'type': 'Point', 'coordinates': [-85.5586805, 34.26878449]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
197,2020,AL,Alabama,Geiger,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.4,5.2,5.6,170,"{'type': 'Point', 'coordinates': [-88.31315929, 32.86964865]}",Cancer (except skin),5.6,5.0,6.2,Cancer (except skin),1.0
198,2020,AL,Alabama,Geneva,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,4452,"{'type': 'Point', 'coordinates': [-85.87632716, 31.0436673]}",Cancer (except skin),6.4,5.7,7.1,Cancer (except skin),1.0
199,2020,AL,Alabama,Georgiana,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,5.3,5.8,1738,"{'type': 'Point', 'coordinates': [-86.74676304, 31.63913459]}",Cancer (except skin),5.8,5.2,6.4,Cancer (except skin),1.0
200,2020,AL,Alabama,Geraldine,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,896,"{'type': 'Point', 'coordinates': [-86.00370591, 34.35772146]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
201,2020,AL,Alabama,Gilbertown,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,215,"{'type': 'Point', 'coordinates': [-88.31948881, 31.87579061]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
202,2020,AL,Alabama,Glen Allen,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.2,510,"{'type': 'Point', 'coordinates': [-87.73489311, 33.89270358]}",Cancer (except skin),6.3,5.8,6.9,Cancer (except skin),1.0
203,2020,AL,Alabama,Glencoe,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,5160,"{'type': 'Point', 'coordinates': [-85.93193216, 33.94492704]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
204,2020,AL,Alabama,Glenwood,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.5,6.2,187,"{'type': 'Point', 'coordinates': [-86.17297433, 31.6675406]}",Cancer (except skin),6.2,5.6,7.0,Cancer (except skin),1.0
205,2020,AL,Alabama,Good Hope,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.3,2264,"{'type': 'Point', 'coordinates': [-86.86512804, 34.10973834]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
206,2020,AL,Alabama,Goodwater,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,5.2,5.7,1475,"{'type': 'Point', 'coordinates': [-86.05161864, 33.06082762]}",Cancer (except skin),5.7,5.1,6.3,Cancer (except skin),1.0
207,2020,AL,Alabama,Gordo,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.6,6.1,1750,"{'type': 'Point', 'coordinates': [-87.90403274, 33.32204715]}",Cancer (except skin),6.1,5.5,6.8,Cancer (except skin),1.0
208,2020,AL,Alabama,Gordon,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.4,5.2,5.7,330,"{'type': 'Point', 'coordinates': [-85.0949925, 31.1452137]}",Cancer (except skin),5.6,5.0,6.2,Cancer (except skin),1.0
209,2020,AL,Alabama,Gordonville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.0,4.7,5.3,326,"{'type': 'Point', 'coordinates': [-86.71161346, 32.15309378]}",Cancer (except skin),5.2,4.7,5.9,Cancer (except skin),1.0
210,2020,AL,Alabama,Goshen,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.6,6.2,266,"{'type': 'Point', 'coordinates': [-86.12424005, 31.71822956]}",Cancer (except skin),6.1,5.5,6.8,Cancer (except skin),1.0
211,2020,AL,Alabama,Graham,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.4,211,"{'type': 'Point', 'coordinates': [-85.32308362, 33.45519179]}",Cancer (except skin),6.4,5.8,7.2,Cancer (except skin),1.0
212,2020,AL,Alabama,Grand Bay,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,3672,"{'type': 'Point', 'coordinates': [-88.34500729, 30.47167358]}",Cancer (except skin),6.6,6.0,7.3,Cancer (except skin),1.0
213,2020,AL,Alabama,Grant,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,6.0,6.5,906,"{'type': 'Point', 'coordinates': [-86.260251, 34.50249637]}",Cancer (except skin),6.5,5.9,7.1,Cancer (except skin),1.0
214,2020,AL,Alabama,Grayson Valley,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.4,5724,"{'type': 'Point', 'coordinates': [-86.64136264, 33.64692516]}",Cancer (except skin),6.4,5.9,7.1,Cancer (except skin),1.0
215,2020,AL,Alabama,Graysville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.2,2176,"{'type': 'Point', 'coordinates': [-86.99159375, 33.68338281]}",Cancer (except skin),6.3,5.7,6.9,Cancer (except skin),1.0
216,2020,AL,Alabama,Greensboro,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,5.3,5.7,2497,"{'type': 'Point', 'coordinates': [-87.59511522, 32.70142036]}",Cancer (except skin),5.8,5.2,6.4,Cancer (except skin),1.0
217,2020,AL,Alabama,Greenville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.7,5.6,5.8,8135,"{'type': 'Point', 'coordinates': [-86.6380255, 31.83464701]}",Cancer (except skin),6.0,5.4,6.5,Cancer (except skin),1.0
218,2020,AL,Alabama,Grimes,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.1,558,"{'type': 'Point', 'coordinates': [-85.45029161, 31.29986264]}",Cancer (except skin),6.3,5.7,6.9,Cancer (except skin),1.0
219,2020,AL,Alabama,Grove Hill,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.8,5.6,6.0,1697,"{'type': 'Point', 'coordinates': [-87.77483352, 31.70056817]}",Cancer (except skin),6.1,5.5,6.7,Cancer (except skin),1.0
220,2020,AL,Alabama,Gu-Win,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.8,6.5,176,"{'type': 'Point', 'coordinates': [-87.86231225, 33.94450018]}",Cancer (except skin),6.5,5.8,7.3,Cancer (except skin),1.0
221,2020,AL,Alabama,Guin,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,2360,"{'type': 'Point', 'coordinates': [-87.90602065, 33.98178254]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
222,2020,AL,Alabama,Gulf Shores,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.4,10487,"{'type': 'Point', 'coordinates': [-87.6938887, 30.2804672]}",Cancer (except skin),6.5,5.9,7.1,Cancer (except skin),1.0
223,2020,AL,Alabama,Guntersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.4,8231,"{'type': 'Point', 'coordinates': [-86.30843425, 34.33603285]}",Cancer (except skin),6.4,5.8,7.0,Cancer (except skin),1.0
224,2020,AL,Alabama,Gurley,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,821,"{'type': 'Point', 'coordinates': [-86.3861045, 34.70764915]}",Cancer (except skin),6.3,5.6,7.0,Cancer (except skin),1.0
225,2020,AL,Alabama,Hackleburg,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.6,1516,"{'type': 'Point', 'coordinates': [-87.83019768, 34.26934658]}",Cancer (except skin),6.5,5.9,7.3,Cancer (except skin),1.0
226,2020,AL,Alabama,Hackneyville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.4,347,"{'type': 'Point', 'coordinates': [-85.93120161, 33.05664512]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
227,2020,AL,Alabama,Haleburg,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,103,"{'type': 'Point', 'coordinates': [-85.13806814, 31.40997598]}",Cancer (except skin),6.4,5.8,7.2,Cancer (except skin),1.0
228,2020,AL,Alabama,Haleyville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.4,4254,"{'type': 'Point', 'coordinates': [-87.61649721, 34.23701943]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
229,2020,AL,Alabama,Hamilton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.4,6885,"{'type': 'Point', 'coordinates': [-87.97562592, 34.13451255]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
230,2020,AL,Alabama,Hammondville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,488,"{'type': 'Point', 'coordinates': [-85.6425195, 34.55460624]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
231,2020,AL,Alabama,Hanceville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.4,2982,"{'type': 'Point', 'coordinates': [-86.7652035, 34.06200007]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
232,2020,AL,Alabama,Harpersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.2,1686,"{'type': 'Point', 'coordinates': [-86.42709568, 33.31787656]}",Cancer (except skin),6.4,5.8,7.0,Cancer (except skin),1.0
233,2020,AL,Alabama,Hartford,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.3,2624,"{'type': 'Point', 'coordinates': [-85.69156796, 31.105521799999998]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
234,2020,AL,Alabama,Hartselle,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.4,14265,"{'type': 'Point', 'coordinates': [-86.93981603, 34.43917862]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
235,2020,AL,Alabama,Harvest,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.2,5281,"{'type': 'Point', 'coordinates': [-86.75205625, 34.85576618]}",Cancer (except skin),6.2,5.6,6.8,Cancer (except skin),1.0
236,2020,AL,Alabama,Hatton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,5.9,6.7,261,"{'type': 'Point', 'coordinates': [-87.41355648, 34.56106698]}",Cancer (except skin),6.7,6.0,7.4,Cancer (except skin),1.0
237,2020,AL,Alabama,Hayden,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.4,1130,"{'type': 'Point', 'coordinates': [-86.75547325, 33.89346342]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
238,2020,AL,Alabama,Hayneville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.3,5.1,5.6,932,"{'type': 'Point', 'coordinates': [-86.57869822, 32.18209018]}",Cancer (except skin),5.5,5.0,6.1,Cancer (except skin),1.0
239,2020,AL,Alabama,Hazel Green,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,3630,"{'type': 'Point', 'coordinates': [-86.5670561, 34.92367466]}",Cancer (except skin),6.5,5.8,7.1,Cancer (except skin),1.0
240,2020,AL,Alabama,Headland,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.2,4510,"{'type': 'Point', 'coordinates': [-85.35258866, 31.35003426]}",Cancer (except skin),6.2,5.6,6.9,Cancer (except skin),1.0
241,2020,AL,Alabama,Heath,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.7,6.4,254,"{'type': 'Point', 'coordinates': [-86.463229, 31.36581018]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
242,2020,AL,Alabama,Heflin,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,3480,"{'type': 'Point', 'coordinates': [-85.5861175, 33.64431545]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
243,2020,AL,Alabama,Helena,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.3,16884,"{'type': 'Point', 'coordinates': [-86.84955225, 33.28892309]}",Cancer (except skin),6.6,6.0,7.2,Cancer (except skin),1.0
244,2020,AL,Alabama,Henagar,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,2344,"{'type': 'Point', 'coordinates': [-85.74048974, 34.63099319]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
245,2020,AL,Alabama,Highland Lake,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.6,412,"{'type': 'Point', 'coordinates': [-86.424604, 33.88178221]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
246,2020,AL,Alabama,Highland Lakes,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,3923,"{'type': 'Point', 'coordinates': [-86.64972543, 33.39694259]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
247,2020,AL,Alabama,Hillsboro,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.3,5.0,5.6,552,"{'type': 'Point', 'coordinates': [-87.18381738, 34.64072245]}",Cancer (except skin),5.5,4.9,6.1,Cancer (except skin),1.0
248,2020,AL,Alabama,Hissop,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.3,5.1,5.5,658,"{'type': 'Point', 'coordinates': [-86.11593019, 32.87455326]}",Cancer (except skin),5.5,5.0,6.1,Cancer (except skin),1.0
249,2020,AL,Alabama,Hobson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,126,"{'type': 'Point', 'coordinates': [-88.15128567, 31.48362089]}",Cancer (except skin),6.5,5.9,7.3,Cancer (except skin),1.0
250,2020,AL,Alabama,Hobson City,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.3,5.1,5.6,771,"{'type': 'Point', 'coordinates': [-85.8539915, 33.61900627]}",Cancer (except skin),5.5,5.0,6.1,Cancer (except skin),1.0
251,2020,AL,Alabama,Hodges,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.5,288,"{'type': 'Point', 'coordinates': [-87.92983479, 34.33396664]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
252,2020,AL,Alabama,Hokes Bluff,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.6,4286,"{'type': 'Point', 'coordinates': [-85.8668945, 33.99404189]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
253,2020,AL,Alabama,Hollins,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,545,"{'type': 'Point', 'coordinates': [-86.12903616, 33.12132752]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
254,2020,AL,Alabama,Hollis Crossroads,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.3,608,"{'type': 'Point', 'coordinates': [-85.64374579, 33.52313547]}",Cancer (except skin),6.4,5.8,7.0,Cancer (except skin),1.0
255,2020,AL,Alabama,Holly Pond,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,798,"{'type': 'Point', 'coordinates': [-86.61259447, 34.16965863]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
256,2020,AL,Alabama,Hollywood,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.1,1000,"{'type': 'Point', 'coordinates': [-85.96500614, 34.71897965]}",Cancer (except skin),6.3,5.7,6.9,Cancer (except skin),1.0
257,2020,AL,Alabama,Holt,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,5.4,5.7,3638,"{'type': 'Point', 'coordinates': [-87.48259474, 33.23016582]}",Cancer (except skin),5.8,5.3,6.4,Cancer (except skin),1.0
258,2020,AL,Alabama,Holtville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.3,4100,"{'type': 'Point', 'coordinates': [-86.32683888, 32.63141017]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
259,2020,AL,Alabama,Homewood,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.1,6.3,25167,"{'type': 'Point', 'coordinates': [-86.80921632, 33.46170886]}",Cancer (except skin),6.4,5.9,7.0,Cancer (except skin),1.0
260,2020,AL,Alabama,Hoover,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,6.0,6.2,81573,"{'type': 'Point', 'coordinates': [-86.790928, 33.3613233]}",Cancer (except skin),6.5,6.0,6.9,Cancer (except skin),1.0
261,2020,AL,Alabama,Horn Hill,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.5,228,"{'type': 'Point', 'coordinates': [-86.3193355, 31.22589721]}",Cancer (except skin),6.4,5.7,7.1,Cancer (except skin),1.0
262,2020,AL,Alabama,Hueytown,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.9,6.2,16164,"{'type': 'Point', 'coordinates': [-87.02224654, 33.42363423]}",Cancer (except skin),6.3,5.7,6.9,Cancer (except skin),1.0
263,2020,AL,Alabama,Huguley,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.2,2540,"{'type': 'Point', 'coordinates': [-85.23963753, 32.84306298]}",Cancer (except skin),6.3,5.7,6.9,Cancer (except skin),1.0
264,2020,AL,Alabama,Huntsville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.9,6.0,180868,"{'type': 'Point', 'coordinates': [-86.54307275, 34.55304921]}",Cancer (except skin),6.2,5.7,6.8,Cancer (except skin),1.0
265,2020,AL,Alabama,Hurtsboro,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,5.3,5.7,553,"{'type': 'Point', 'coordinates': [-85.41467035, 32.24008984]}",Cancer (except skin),5.7,5.1,6.3,Cancer (except skin),1.0
